id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
https://www.lincsproject.org/	LDG-1158	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1158	2013-10-16T00:00:00+00:00		BMS-540215 KINOMEscan	-
https://www.lincsproject.org/	LDG-1019	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1019	2011-07-15T00:00:00+00:00		BMS345541 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of BMS345541 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1385	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1385	2017-09-29T00:00:00+00:00		BMX-IN-1 KINOMEscan	
https://www.lincsproject.org/	LDG-1110	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1110	2013-07-08T00:00:00+00:00		BS-181 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of BS-181 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1021	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1021	2011-07-15T00:00:00+00:00		BX-912 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of BX-912 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1290	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1290	2016-05-26T00:00:00+00:00		BYL719 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of BYL719 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1211	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1211	2015-04-17T00:00:00+00:00		Baricitinib KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of Baricitinib at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1120	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1120	2013-09-24T00:00:00+00:00		Basal profile of receptor tyrosine kinase signaling network measured by ELISA	-
https://www.lincsproject.org/	LDG-1443	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1443	2019-10-16T00:00:00+00:00		Binding affinity of 6 small molecule JAK inhibitors for 5 kinases	
https://www.lincsproject.org/	LDG-1252	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1252	2016-02-04T00:00:00+00:00		Breast Cancer Cell Density: Imaging assay of the density- and context-dependence of small molecule perturbagen response in breast cancer cell lines. Dataset 1 of 3: Cell count and normalized growth rate inhibition values.	-
https://www.lincsproject.org/	LDG-1253	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1253	2016-02-04T00:00:00+00:00		Breast Cancer Cell Density: Imaging assay of the density- and context-dependence of small molecule perturbagen response in breast cancer cell lines. Dataset 2 of 3: Mean cell count and mean normalized growth rate inhibition values across all replicates.	-
https://www.lincsproject.org/	LDG-1254	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1254	2016-02-04T00:00:00+00:00		Breast Cancer Cell Density: Imaging assay of the density- and context-dependence of small molecule perturbagen response in breast cancer cell lines. Dataset 3 of 3: Calculated dose-response metrics.	-
https://www.lincsproject.org/	LDG-1415	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1415	2018-08-09T00:00:00+00:00		Breast Cancer Deubiquitinating Enzyme (DUB) Inhibitor Profiling: Fixed-cell GR measures of 21 breast cell lines to 32 small molecule perturbagens. Dataset 1 of 2: Normalized growth rate inhibition values.	
https://www.lincsproject.org/	LDG-1416	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1416	2018-08-09T00:00:00+00:00		Breast Cancer Deubiquitinating Enzyme (DUB) Inhibitor Profiling: Fixed-cell GR measures of 21 breast cell lines to 32 small molecule perturbagens. Dataset 2 of 2: Calculated dose response metrics.	
https://www.lincsproject.org/	LDG-1421	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1421	2018-10-18T00:00:00+00:00		Breast Cancer Profiling Project - Proteomics 1: 1 total proteome dataset for a 35-cell line breast cancer panel under basal conditions	
https://www.lincsproject.org/	LDG-1422	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1422	2018-10-18T00:00:00+00:00		Breast Cancer Profiling Project - Proteomics 2: 1 phosphoproteome dataset (including phosphotyrosine enrichment) for a 35-cell line breast cancer panel under basal conditions 	
https://www.lincsproject.org/	LDG-1445	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1445	2020-03-02T00:00:00+00:00		Breast Cancer Profiling Project - Proteomics 3: 1 total proteome dataset for a 27-cell line breast cancer panel under basal conditions 	
https://www.lincsproject.org/	LDG-1404	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1404	2018-03-30T00:00:00+00:00		Breast Cancer Profiling Project, Drug Sensitivity 1: Fixed-cell GR measures of 35 breast cell lines to 34 small molecule perturbagens. Dataset 1 of 2: Normalized growth rate inhibition values.	
https://www.lincsproject.org/	LDG-1405	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1405	2018-03-30T00:00:00+00:00		Breast Cancer Profiling Project, Drug Sensitivity 1: Fixed-cell GR measures of 35 breast cell lines to 34 small molecule perturbagens. Dataset 2 of 2: Calculated dose response metrics.	
https://www.lincsproject.org/	LDG-1430	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1430	2019-06-27T00:00:00+00:00		Breast Cancer Profiling Project, Drug Sensitivity phase II: Fixed-cell GR measures of 33 breast cell lines and PDX lines to 16 small molecule perturbagens from library plate II. Dataset 1 of 2: Normalized growth rate inhibition values	
https://www.lincsproject.org/	LDG-1431	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1431	2019-06-27T00:00:00+00:00		Breast Cancer Profiling Project, Drug Sensitivity phase II: Fixed-cell GR measures of 33 breast cell lines and PDX lines to 16 small molecule perturbagens from library plate II. Dataset 2 of 2: Calculated dose response metrics	
https://www.lincsproject.org/	LDG-1413	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1413	2018-07-06T00:00:00+00:00		Breast Cancer Profiling Project, Gene Expression 1: Baseline mRNA sequencing on 35 breast cell lines	
https://www.lincsproject.org/	LDG-1119	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1119	2014-01-24T00:00:00+00:00		Breast cell line dose response to target inhibition measured by high throughput microscopy	-
https://www.lincsproject.org/	LDG-1289	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1289	2016-05-26T00:00:00+00:00		Buparlisib KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of Buparlisib at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1167	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1167	2013-10-16T00:00:00+00:00		CEP-701 KINOMEscan	-
https://www.lincsproject.org/	LDG-1097	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1097	2013-04-01T00:00:00+00:00		CG-930 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of CG-930 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1210	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1210	2015-04-17T00:00:00+00:00		CGP082996 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of CGP082996 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1037	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1037	2011-11-21T00:00:00+00:00		CGP60474 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of CGP60474 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1181	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1181	2014-03-10T00:00:00+00:00		CGP74514A KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of CGP74514A at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1379	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1379	2017-09-29T00:00:00+00:00		CH5424802 KINOMEscan	
https://www.lincsproject.org/	LDG-1088	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1088	2013-01-10T00:00:00+00:00		CH5424802 KiNativ -- single dose experiment	-
https://www.lincsproject.org/	LDG-1101	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1101	2013-04-01T00:00:00+00:00		CI-1033 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of CI-1033 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1142	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1142	2013-10-16T00:00:00+00:00		CI-1033 KINOMEscan-2	-
https://www.lincsproject.org/	LDG-1131	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1131	2013-10-16T00:00:00+00:00		CI-1040 KINOMEscan	For the panel of kinases, the Kd is measured using 11 serial threefold dilutions of CI-1040.
https://www.lincsproject.org/	LDG-1166	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1166	2013-10-16T00:00:00+00:00		CP-690550 KINOMEscan	For the panel of kinases, the Kd is measured using 11 serial threefold dilutions of CP-690550.
https://www.lincsproject.org/	LDG-1013	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1013	2011-07-15T00:00:00+00:00		CP466722 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of CP466722 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1014	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1014	2011-07-15T00:00:00+00:00		CP724714 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of CP724714 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1065	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1065	2012-08-10T00:00:00+00:00		CYT387 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of CYT387 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1192	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1192	2014-05-30T00:00:00+00:00		Cell Painting morphological profiling assay	"This dataset comprises L1000 and image-based cell-morphology profiles for small-molecule perturbations. Profiles were measured for ~18,000 compounds derived from diversity-oriented synthesis activities at the Broad Institute Center for the Science of Therapeutics, ~10,000 compounds selected from the Molecular Libraries Small-Molecule Repository (MLSMR), and ~2,000 known bioactive compounds. Each of the three subsets was selected to be structurally diverse. MLSMR compounds were further selected to have diverse biological performance. Imaging profiles were measured for a total of ~30,000 compounds. We used a \""cell-painting\"" assay to stain seven major cellular components with fluorescent dyes followed by automatic image capture and analysis to extract shape, texture, and intensity parameters. The imaging assay protocol has been published by Gustafsdottir SM et al. L1000 profiles were measured for ~20,000 compounds. All experiments were performed with U-2 OS cells. Among other activities, we have analyzed these data using cheminformatics approaches to derive structure-based associations with patterns of performance in the profiles. The generation of this dataset was supported by the Molecular Libraries Program of the National Institutes of Health (U54-HG005032). Data made available as part of this project includes L1000 data and image-based cell-morphology profiles for small-molecule perturbations. Please follow the steps here to download the data: https://www.pnas.org/content/111/30/10911"
https://www.lincsproject.org/	LDG-1122	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1122	2013-09-24T00:00:00+00:00		Cell signaling response to cytokines measured by high throughput microscopy	-
https://www.lincsproject.org/	LDG-1123	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1123	2013-09-24T00:00:00+00:00		Cell signaling response to growth factors measured by ELISA	-
https://www.lincsproject.org/	LDG-1121	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1121	2013-09-24T00:00:00+00:00		Cell signaling response to growth factors measured by high throughput microscopy	-
https://www.lincsproject.org/	LDG-1382	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1382	2017-09-29T00:00:00+00:00		Ceritinib KINOMEscan	
https://www.lincsproject.org/	LDG-1178	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1178	2013-10-16T00:00:00+00:00		Crizotinib KINOMEscan-2	-
https://www.lincsproject.org/	LDG-1186	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1186	2014-06-26T00:00:00+00:00		DCC-2036 KiNativ -- single dose experiment	-
https://www.lincsproject.org/	LDG-1114	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1114	2013-07-08T00:00:00+00:00		Dabrafenib KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of Dabrafenib at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1174	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1174	2013-10-16T00:00:00+00:00		Dasatinib KINOMEscan	For the panel of kinases, the Kd is measured using 11 serial threefold dilutions of Dasatinib.
https://www.lincsproject.org/	LDG-1111	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1111	2013-07-08T00:00:00+00:00		Dinaciclib KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of Dinaciclib at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1196	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1196	2014-05-30T00:00:00+00:00		Drug-drug synergy results from titration experiments	The Library of Integrated Network-based Cellular Signatures (LINCS) is a multi-institutional, collaborative project initiated by the National Institutes of Health whose goal is to identify and categorize molecular signatures that occur when cells are exposed to agents that perturb their normal function. Understanding how perturbations affect the behavior of cells is important because it can provide insights into the causes of disease and help researchers develop new therapeutic strategies.
https://www.lincsproject.org/	LDG-1409	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1409	2018-08-22T00:00:00+00:00		EGF and Insulin combination dose and dynamic response of ERK, AKT, and mTOR signaling and the cell cycle (Cyclin D1) in serum- and growth-factor starved MCF10A cells.	MCF10A cells were seeded, allowed to attach overnight in full growth medium, serum-starved for ~24 hours, and then treated with the indicated compound(s) (EGF, Insulin and combinations) for the indicated amount of time (5, 30, 120, 360 min).
https://www.lincsproject.org/	LDG-1331	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1331	2017-05-02T00:00:00+00:00		EGF-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of a MEK inhibitor. Dataset 1 of 3: single-cell reporter measurements.	
https://www.lincsproject.org/	LDG-1332	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1332	2017-05-02T00:00:00+00:00		EGF-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of a MEK inhibitor. Dataset 2 of 3: single-cell reporter pulsing metrics.	
https://www.lincsproject.org/	LDG-1333	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1333	2017-05-02T00:00:00+00:00		EGF-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of a MEK inhibitor. Dataset 3 of 3: mean reporter pulsing metrics.	
https://www.lincsproject.org/	LDG-1400	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1400	2018-04-04T00:00:00+00:00		ERK and Akt activation dynamics in MCF10A cells treated with the four core compounds.	MCF10A cells were seeded, allowed to attach overnight in full growth medium, and then treated with the indicated compound for the indicated amount of time. Cells were lysed, and then assayed for either ERK or Akt activation (phosphorylation). Tubulin signal was used as loading control.
https://www.lincsproject.org/	LDG-1390	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1390	2017-09-29T00:00:00+00:00		ERK5-IN-1 KINOMEscan	
https://www.lincsproject.org/	LDG-1138	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1138	2013-10-16T00:00:00+00:00		Erlotinib KINOMEscan	For the panel of kinases, the Kd is measured using 11 serial threefold dilutions of Erlotinib.
https://www.lincsproject.org/	LDG-1438	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1438	2019-11-12T00:00:00+00:00		Evaluation of the sensitivities of six triple-negative breast cancer (TNBC) cell lines to 23 different PI3K/AKT/mTOR inhibitors or to a MEK inhibitor (trametinib). Dataset 1 of 2: GR values.	
https://www.lincsproject.org/	LDG-1439	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1439	2019-11-12T00:00:00+00:00		Evaluation of the sensitivities of six triple-negative breast cancer (TNBC) cell lines to 23 different PI3K/AKT/mTOR inhibitors or to a MEK inhibitor (trametinib). Dataset 2 of 2: GR metrics.	
https://www.lincsproject.org/	LDG-1440	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1440	2019-11-12T00:00:00+00:00		Evaluation of the sensitivity of two triple-negative breast cancer cell lines (HCC1806, HCC70) to a collection of dual mTOR and PI3K-like kinase (PIKK) inhibitors. Dataset 1 of 2: GR values.	
https://www.lincsproject.org/	LDG-1441	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1441	2019-11-12T00:00:00+00:00		Evaluation of the sensitivity of two triple-negative breast cancer cell lines (HCC1806, HCC70) to a collection of dual mTOR and PI3K-like kinase (PIKK) inhibitors. Dataset 2 of 2: GR metrics.	
https://www.lincsproject.org/	LDG-1171	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1171	2013-10-16T00:00:00+00:00		Flavopiridol KINOMEscan	For the panel of kinases, the Kd is measured using 11 serial threefold dilutions of Flavopiridol.
https://www.lincsproject.org/	LDG-1322	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1322	2017-05-02T00:00:00+00:00		FoxO3a nuclear-cytoplasmic pulsing dynamics in a mammary epithelial cell line following growth-factor treatment with varying ERK/AKT activation loads. Dataset 1 of 3: single-cell reporter measurements.	
https://www.lincsproject.org/	LDG-1323	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1323	2017-05-02T00:00:00+00:00		FoxO3a nuclear-cytoplasmic pulsing dynamics in a mammary epithelial cell line following growth-factor treatment with varying ERK/AKT activation loads. Dataset 2 of 3: single-cell reporter pulsing metrics.	
https://www.lincsproject.org/	LDG-1324	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1324	2017-05-02T00:00:00+00:00		FoxO3a nuclear-cytoplasmic pulsing dynamics in a mammary epithelial cell line following growth-factor treatment with varying ERK/AKT activation loads. Dataset 3 of 3: mean reporter pulsing metrics.	
https://www.lincsproject.org/	LDG-1392	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1392	2017-10-20T00:00:00+00:00		GCP aggregated data - CRISPR perturbations	
https://www.lincsproject.org/	LDG-1284	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1284	2016-08-09T00:00:00+00:00		GCP aggregated data - Chemical perturbations	Global chromatin epigentic profiles of human cancer and NPC cell lines treated with neurodevelopmental compounds, epigenetic compounds and kinase inhibitors.
https://www.lincsproject.org/	LDG-1283	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1283	2016-07-18T00:00:00+00:00		GCP data - Chemical perturbations (MCF10A Common Project)	Global chromatin epigentic profiles of MCF10A cell line treated with 8 FDA-approved drugs.
